# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = bernoulli_makeodds_model
# start_datetime = 2023-01-28 02:21:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 4250400657 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = --allow-undefined
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,odds
-6.79017,0.910375,0.846965,2,3,0,7.54785,0.287405,0.403321
-7.91825,0.661518,0.846965,1,3,0,9.59983,0.0969607,0.107372
-6.75946,0.966941,0.846965,1,3,0,8.55379,0.231417,0.301096
-6.75095,0.997804,0.846965,1,3,0,6.77934,0.259639,0.350693
-6.85448,0.972364,0.846965,1,3,0,6.96383,0.195479,0.242975
-6.93801,0.986796,0.846965,2,3,0,7.03317,0.178688,0.217564
-7.1207,0.984035,0.846965,3,7,0,7.17904,0.366662,0.578936
-6.83833,0.981963,0.846965,2,3,0,7.2878,0.305451,0.439783
-6.75016,0.945953,0.846965,2,3,0,7.29355,0.24188,0.319053
-6.75584,0.997676,0.846965,3,7,0,6.76993,0.265844,0.362109
-7.0392,0.916513,0.846965,1,3,0,7.3613,0.16355,0.195529
-6.89327,1,0.846965,1,1,0,7.01883,0.186977,0.229978
-7.03322,0.980634,0.846965,1,1,0,7.03329,0.164344,0.196665
-7.02695,0.927743,0.846965,1,3,0,8.08068,0.350083,0.538658
-6.98844,1,0.846965,1,1,0,7.05755,0.342539,0.521003
-6.81367,0.960535,0.846965,1,3,0,7.40243,0.206629,0.260444
-6.74987,0.99446,0.846965,1,3,0,6.86709,0.257644,0.347063
-6.76408,0.995487,0.846965,2,7,0,6.78655,0.228056,0.29543
-6.76158,1,0.846965,1,1,0,6.76526,0.229805,0.298373
-6.74843,0.998825,0.846965,1,3,0,6.77229,0.253578,0.339725
-6.78881,0.988579,0.846965,2,3,0,6.83822,0.21548,0.274664
-6.91925,0.963583,0.846965,1,3,0,7.20435,0.327421,0.486815
-7.02133,0.978565,0.846965,1,1,0,7.03463,0.349014,0.536131
-7.35511,0.928865,0.846965,1,1,0,7.36171,0.40117,0.669924
-8.12342,0.726645,0.846965,3,7,0,9.59005,0.483249,0.93517
-7.97472,1,0.846965,1,1,0,8.32666,0.469598,0.885363
-9.27056,0.735648,0.846965,1,1,0,9.33784,0.569263,1.3216
-8.39998,1,0.846965,2,3,0,9.26402,0.506759,1.02741
-6.75242,1,0.846965,2,3,0,8.3399,0.261846,0.35473
-6.76501,0.99436,0.846965,2,7,0,6.79751,0.227442,0.294401
-7.42825,0.871874,0.846965,1,3,0,7.91583,0.410599,0.696638
-7.21166,0.986807,0.846965,2,7,0,7.64475,0.144148,0.168426
-6.77496,1,0.846965,3,7,0,7.13737,0.279735,0.388379
-6.92847,0.937226,0.846965,1,3,0,7.22804,0.18035,0.220032
-7.3325,0.958356,0.846965,3,7,0,7.45319,0.133343,0.153859
-7.31783,1,0.846965,1,1,0,7.40132,0.134565,0.155488
-6.76053,0.98005,0.846965,2,3,0,7.65461,0.230588,0.299694
-6.74824,0.997076,0.846965,2,3,0,6.78804,0.247382,0.328696
-6.75438,0.998371,0.846965,1,3,0,6.76036,0.264269,0.359192
-7.26869,0.857328,0.846965,1,3,0,7.81739,0.138829,0.16121
-7.1456,1,0.846965,1,1,0,7.2746,0.150902,0.17772
-7.19644,0.99391,0.846965,1,1,0,7.23523,0.145644,0.170472
-6.75073,0.976627,0.846965,1,3,0,7.5278,0.259279,0.350036
-6.86853,0.966927,0.846965,1,3,0,6.98875,0.192221,0.237963
-7.97423,0.892342,0.846965,2,3,0,8.01196,0.0943464,0.104175
-8.09672,0.990336,0.846965,1,1,0,8.18891,0.0889811,0.0976721
-7.79814,0.990128,0.846965,3,7,0,8.10494,0.10296,0.114777
-7.22384,0.994331,0.846965,2,3,0,7.97238,0.142976,0.166828
-7.25244,0.996699,0.846965,1,1,0,7.30738,0.140302,0.163199
-6.74804,0.976241,0.846965,1,3,0,7.55789,0.250672,0.334529
-7.49568,0.821927,0.846965,1,3,0,8.14626,0.121065,0.137741
-6.75646,0.983187,0.846965,1,3,0,7.8353,0.233999,0.305482
-6.88134,0.928537,0.846965,2,3,0,7.47718,0.31792,0.466103
-7.06293,0.962461,0.846965,1,1,0,7.06428,0.356709,0.554507
-7.32322,0.981265,0.846965,2,3,0,7.34165,0.396894,0.658084
-7.1477,1,0.846965,1,1,0,7.32947,0.371068,0.589996
-6.76623,0.965429,0.846965,1,3,0,7.44354,0.226666,0.293102
-7.30357,0.904682,0.846965,1,3,0,7.56412,0.135775,0.157106
-7.51707,0.977446,0.846965,1,1,0,7.5337,0.11961,0.13586
-6.81438,1,0.846965,2,3,0,7.45137,0.206405,0.260089
-6.84951,0.998207,0.846965,2,3,0,6.85216,0.19669,0.244849
-7.12002,0.971519,0.846965,2,3,0,7.20184,0.15372,0.181641
-7.32974,0.873838,0.846965,1,3,0,8.939,0.397778,0.660516
-6.99102,1,0.846965,2,3,0,7.2587,0.343061,0.52221
-7.1001,0.976627,0.846965,1,1,0,7.12557,0.363199,0.570349
-7.05055,1,0.846965,2,7,0,7.09209,0.162072,0.193419
-7.44458,0.865956,0.846965,1,3,0,8.96145,0.412638,0.702527
-7.06658,1,0.846965,1,1,0,7.36913,0.357363,0.556087
-6.77368,0.963974,0.846965,1,3,0,7.36521,0.222423,0.286047
-6.87356,0.988356,0.846965,2,3,0,6.90236,0.191108,0.236259
-7.09438,0.974972,0.846965,2,3,0,7.19562,0.156674,0.185781
-6.74905,0.980363,0.846965,1,3,0,7.32433,0.255686,0.34352
-7.12829,0.958463,0.846965,2,7,0,7.1283,0.152794,0.180351
-7.21703,0.995678,0.846965,2,7,0,7.22015,0.381794,0.617585
-7.30598,0.908968,0.846965,2,3,0,8.17409,0.394537,0.651628
-7.06745,1,0.846965,1,1,0,7.27456,0.357516,0.556459
-6.74886,1,0.846965,2,3,0,7.02112,0.244892,0.324314
-6.91546,0.96483,0.846965,1,3,0,7.0193,0.326518,0.48482
-6.85312,1,0.846965,1,1,0,6.91022,0.31,0.449275
-7.83836,0.887287,0.846965,3,7,0,7.83893,0.100888,0.112209
-6.77642,0.932376,0.846965,1,3,0,9.00134,0.280548,0.389946
-6.8924,0.947984,0.846965,1,3,0,7.15421,0.187152,0.230242
-7.26367,0.922082,0.846965,2,3,0,8.15552,0.388603,0.635599
-6.94614,1,0.846965,2,3,0,7.19577,0.333581,0.500558
-7.19832,0.931397,0.846965,2,3,0,7.61819,0.378977,0.610246
-7.33349,0.969953,0.846965,1,1,0,7.39704,0.398283,0.661911
-6.95049,0.957518,0.846965,2,3,0,7.7372,0.334541,0.502722
-6.95049,0.825731,0.846965,1,3,0,8.14663,0.334541,0.502722
-7.05358,0.978146,0.846965,1,1,0,7.07233,0.355022,0.550441
-6.90946,0.996428,0.846965,2,7,0,7.10531,0.183823,0.225224
-6.74983,0.98897,0.846965,1,3,0,7.025,0.257572,0.346933
-7.01464,0.934142,0.846965,1,3,0,7.25611,0.166879,0.200306
-9.24297,0.76154,0.846965,1,3,0,10.4582,0.0542823,0.057398
-8.71187,1,0.846965,1,1,0,9.24377,0.0676149,0.0725182
-8.56715,1,0.846965,1,1,0,8.82653,0.071957,0.0775363
-6.99923,0.987762,0.846965,2,3,0,8.97348,0.169068,0.203468
-6.85812,0.99586,0.846965,2,3,0,7.07287,0.194613,0.241639
-6.98605,0.982868,0.846965,2,3,0,7.08188,0.171006,0.206281
-6.75278,0.985062,0.846965,1,3,0,7.18131,0.26233,0.35562
-7.03873,0.967165,0.846965,2,3,0,7.08061,0.352293,0.543907
-7.16663,0.972312,0.846965,1,1,0,7.19832,0.374077,0.59764
-6.80423,0.941182,0.846965,1,3,0,7.65699,0.20973,0.26539
-6.89748,0.959623,0.846965,1,3,0,7.21033,0.322101,0.475145
-7.35162,0.940791,0.846965,2,7,0,7.44293,0.131783,0.151785
-6.74804,0.975663,0.846965,2,7,0,7.71777,0.249224,0.331956
-6.8434,0.851952,0.846965,3,7,0,7.97608,0.307046,0.443097
-6.86522,0.998524,0.846965,2,3,0,6.87817,0.313503,0.456671
-7.25345,0.802254,0.846965,1,3,0,8.3168,0.140209,0.163074
-7.78991,0.953877,0.846965,2,3,0,8.04939,0.103392,0.115314
-8.9269,0.935901,0.846965,2,3,0,9.23909,0.0617689,0.0658355
-8.30503,1,0.846965,1,1,0,8.89411,0.0808209,0.0879272
-7.91603,0.988497,0.846965,2,7,0,8.29853,0.463984,0.865614
-7.8337,1,0.846965,2,3,0,8.11753,0.455866,0.837782
-7.8876,0.987359,0.846965,1,1,0,8.11553,0.461213,0.85602
-8.09116,0.952933,0.846965,1,1,0,8.29699,0.480354,0.924386
-9.89912,0.884296,0.846965,2,3,0,9.94262,0.606773,1.54306
-8.98074,1,0.846965,2,3,0,9.99922,0.550046,1.22245
-7.67889,1,0.846965,1,1,0,8.6984,0.439739,0.784882
-7.13443,1,0.846965,1,1,0,7.56228,0.368919,0.584584
-7.04679,0.839226,0.846965,2,7,0,8.42949,0.162558,0.194113
-6.79585,0.961549,0.846965,1,3,0,7.49905,0.28992,0.408292
-6.77838,0.606963,0.846965,3,7,0,10.2832,0.281608,0.391997
-6.98226,0.919378,0.846965,1,3,0,7.35929,0.171576,0.207112
-6.82893,0.957986,0.846965,1,3,0,7.4729,0.302378,0.433441
-8.32838,0.508181,0.846965,1,3,0,10.9269,0.0799725,0.086924
-8.91236,0.963168,0.846965,1,1,0,8.92397,0.0621434,0.0662611
-6.76473,0.911514,0.846965,1,3,0,10.4817,0.227629,0.294715
-7.00398,0.97821,0.846965,2,7,0,7.00405,0.345646,0.528224
-6.74966,1,0.846965,2,3,0,6.96382,0.242887,0.320806
-7.29953,0.880551,0.846965,1,3,0,7.68518,0.136121,0.15757
-6.89907,0.921286,0.846965,1,3,0,8.37649,0.322501,0.476017
-6.75365,0.986845,0.846965,1,3,0,7.00932,0.236893,0.310431
-6.87174,0.97992,0.846965,1,3,0,6.91173,0.191508,0.236871
-6.87392,0.99367,0.846965,2,3,0,6.98533,0.191029,0.236138
-6.96757,0.937992,0.846965,3,7,0,7.54622,0.173839,0.210418
-6.96662,1,0.846965,1,1,0,7.00006,0.173988,0.210636
-7.00046,0.975107,0.846965,3,7,0,7.29698,0.16889,0.20321
-6.7966,0.963818,0.846965,1,3,0,7.40848,0.29024,0.408926
-7.77856,0.851619,0.846965,3,7,0,8.08996,0.450258,0.819035
-6.75016,1,0.846965,2,3,0,7.65617,0.241877,0.319046
-7.04214,0.928128,0.846965,2,3,0,7.32623,0.163164,0.194978
-6.95471,1,0.846965,1,1,0,7.03917,0.175897,0.213441
-7.19138,0.922446,0.846965,1,3,0,8.20801,0.377917,0.607502
-6.74857,0.986085,0.846965,1,3,0,7.34429,0.245874,0.326038
-7.46771,0.840771,0.846965,1,3,0,8.03936,0.123017,0.140273
-6.75128,0.958199,0.846965,2,7,0,8.0285,0.260178,0.351676
-6.97604,0.93834,0.846965,1,3,0,7.19845,0.172523,0.208493
-6.76648,0.975377,0.846965,2,3,0,7.27116,0.226508,0.292838
-6.80314,0.983392,0.846965,1,3,0,6.91423,0.292948,0.414324
-6.98146,0.911308,0.846965,1,3,0,7.44773,0.171696,0.207287
-7.68141,0.949589,0.846965,3,7,0,7.69051,0.440011,0.785749
-7.59007,1,0.846965,1,1,0,7.82179,0.429897,0.754069
-6.74805,1,0.846965,2,3,0,7.50427,0.249128,0.331784
-6.8425,0.978913,0.846965,1,3,0,6.90229,0.198457,0.247594
-6.90819,0.981599,0.846965,3,7,0,7.05323,0.184063,0.225585
-6.83715,0.95976,0.846965,2,3,0,7.36386,0.199854,0.249772
-6.8627,0.996164,0.846965,1,1,0,6.86988,0.193544,0.239993
-6.91864,0.944915,0.846965,2,3,0,7.44432,0.182117,0.222669
-6.75436,0.994924,0.846965,1,3,0,6.95243,0.236102,0.309075
-6.75436,0.916761,0.846965,1,3,0,7.33675,0.236102,0.309075
-7.20485,0.898885,0.846965,2,3,0,7.58448,0.144813,0.169335
-6.78652,0.987351,0.846965,1,3,0,7.26917,0.216428,0.276207
-7.33018,0.877966,0.846965,2,3,0,7.86414,0.133535,0.154114
-7.24712,1,0.846965,1,1,0,7.36128,0.140792,0.163862
-6.7583,0.967005,0.846965,1,3,0,7.69455,0.268203,0.3665
-6.7583,0.82827,0.846965,1,3,0,7.9339,0.268203,0.3665
-6.80688,0.980705,0.846965,1,3,0,6.90543,0.208832,0.263954
-6.9343,0.954218,0.846965,2,7,0,7.28887,0.33092,0.494589
-6.84485,1,0.846965,2,3,0,6.91925,0.307494,0.444031
-6.80018,1,0.846965,1,1,0,6.83782,0.291745,0.41192
-6.82624,0.994852,0.846965,1,1,0,6.83039,0.301467,0.431571
-6.77088,0.999726,0.846965,2,7,0,6.82453,0.223931,0.288545
-6.76307,0.986984,0.846965,2,3,0,6.89292,0.228743,0.296585
-6.88956,0.946784,0.846965,2,3,0,7.30786,0.320078,0.470756
-7.05824,0.861737,0.846965,1,3,0,7.89357,0.16109,0.192023
-6.80507,0.999498,0.846965,2,3,0,7.07017,0.209442,0.264929
-6.86307,0.991093,0.846965,1,1,0,6.86317,0.19346,0.239864
-6.92679,0.947451,0.846965,1,3,0,7.43084,0.32919,0.490736
-6.75851,0.81458,0.846965,3,7,0,8.28895,0.23219,0.302406
-6.75715,1,0.846965,2,3,0,6.75945,0.233372,0.304413
-6.91364,0.982547,0.846965,2,3,0,6.92669,0.183039,0.224048
-6.98974,0.98948,0.846965,1,1,0,6.99635,0.170458,0.205484
-7.38778,0.90199,0.846965,1,3,0,8.67695,0.405444,0.681927
-7.17132,0.988287,0.846965,2,7,0,7.57835,0.148188,0.173968
-6.79962,1,0.846965,2,3,0,7.157,0.211348,0.267986
-6.81311,0.977305,0.846965,1,3,0,7.02357,0.296798,0.422066
-7.01628,0.89672,0.846965,1,3,0,7.56259,0.166652,0.199978
-6.96829,1,0.846965,1,1,0,7.02837,0.173725,0.210251
-6.77506,0.999412,0.846965,2,7,0,6.94484,0.279791,0.388486
-6.7593,1,0.846965,1,1,0,6.7721,0.269078,0.368135
-6.9768,0.975238,0.846965,3,7,0,6.978,0.172407,0.208323
-6.90642,0.940362,0.846965,1,3,0,7.66488,0.324326,0.480004
-6.83921,0.951951,0.846965,1,3,0,7.33442,0.19931,0.248923
-6.7812,0.998245,0.846965,2,3,0,6.86512,0.218756,0.280011
-6.79407,0.985472,0.846965,1,3,0,6.93508,0.28915,0.406766
-6.94966,0.924341,0.846965,1,3,0,7.34381,0.176726,0.214662
-7.86937,0.936539,0.846965,2,7,0,7.89629,0.459418,0.849859
-7.96133,0.978491,0.846965,1,1,0,8.18835,0.468329,0.880864
-7.3384,1,0.846965,1,1,0,7.84424,0.398943,0.663735
-6.92386,0.96188,0.846965,2,3,0,7.69406,0.328507,0.48922
-6.98452,0.987244,0.846965,1,1,0,7.0054,0.341742,0.51916
-6.8772,0.930703,0.846965,1,3,0,7.60436,0.190318,0.235053
-6.75957,0.984966,0.846965,1,3,0,7.02878,0.269307,0.368564
-6.76007,0.999905,0.846965,1,1,0,6.76205,0.269732,0.36936
-7.23677,0.943328,0.846965,2,3,0,7.33023,0.384712,0.625256
-7.23677,0.831174,0.846965,1,1,0,7.85869,0.384712,0.625256
-6.78306,0.949893,0.846965,1,3,0,7.66394,0.217921,0.278643
-6.81996,0.994132,0.846965,1,1,0,6.82003,0.204698,0.257385
-7.0947,0.922567,0.846965,1,3,0,7.62209,0.362276,0.568077
-7.19771,0.772286,0.846965,1,3,0,8.79439,0.145518,0.170299
-7.26914,0.991741,0.846965,1,1,0,7.30768,0.138789,0.161156
-6.8621,0.931149,0.846965,1,3,0,8.19276,0.312618,0.454794
-7.14561,0.942409,0.846965,2,3,0,7.41435,0.370732,0.589147
-7.63855,0.894156,0.846965,1,1,0,7.64955,0.435327,0.770936
-8.21593,0.87267,0.846965,1,1,0,8.30185,0.491365,0.966048
-8.0482,1,0.846965,1,1,0,8.42754,0.476443,0.91001
-6.78788,0.99261,0.846965,3,7,0,8.14732,0.286345,0.401238
-7.12615,0.958659,0.846965,2,7,0,7.14538,0.153033,0.180683
-6.77457,0.989276,0.846965,1,3,0,7.18499,0.221959,0.28528
-6.86748,0.970342,0.846965,2,7,0,7.06237,0.314137,0.458018
-6.75331,0.929171,0.846965,2,3,0,7.47037,0.237292,0.311118
-7.82924,0.776012,0.846965,1,3,0,8.67466,0.101352,0.112783
-7.60764,1,0.846965,1,1,0,7.84587,0.113776,0.128383
-7.3997,1,0.846965,1,1,0,7.61111,0.128013,0.146806
-6.75594,0.974827,0.846965,1,3,0,7.6793,0.234498,0.306333
-7.22959,0.958268,0.846965,2,3,0,7.2385,0.383658,0.622475
-7.69601,0.89862,0.846965,1,1,0,7.72066,0.441583,0.790776
-7.82734,1,0.846965,3,7,0,7.83967,0.101449,0.112903
-7.91895,0.99224,0.846965,1,1,0,8.01017,0.0969275,0.107331
-7.0338,0.969238,0.846965,3,7,0,8.3484,0.351374,0.541721
-7.28791,0.914446,0.846965,2,3,0,7.8801,0.392029,0.644815
-6.84827,1,0.846965,2,7,0,7.2289,0.196998,0.245327
-7.22662,0.925532,0.846965,2,3,0,7.94741,0.383219,0.621322
-7.22662,0.603379,0.846965,1,3,0,10.0278,0.383219,0.621322
-7.22662,0.927965,0.846965,1,1,0,7.51849,0.383219,0.621322
-7.03885,1,0.846965,2,3,0,7.20809,0.352315,0.543961
-7.84762,0.894127,0.846965,3,7,0,7.98296,0.457259,0.842498
-7.90467,0.986617,0.846965,1,1,0,8.1351,0.46288,0.861782
-7.91526,0.997499,0.846965,1,1,0,8.17101,0.463909,0.865355
-6.80765,1,0.846965,2,3,0,7.72132,0.208577,0.263546
-6.79873,0.979629,0.846965,1,3,0,7.00941,0.29114,0.410715
-6.80739,0.999691,0.846965,3,7,0,6.80752,0.208662,0.263682
-6.74817,0.99675,0.846965,1,3,0,6.84041,0.252166,0.337196
-6.74817,0.962039,0.846965,1,3,0,6.99927,0.252166,0.337196
-7.5759,0.8048,0.846965,1,3,0,8.3288,0.115763,0.130919
-7.84719,0.987981,0.846965,2,7,0,7.84842,0.457216,0.842353
-7.11119,0.773202,0.846965,3,7,0,9.9423,0.154721,0.183041
-7.94763,0.839894,0.846965,2,3,0,10.644,0.467024,0.876256
-6.97912,0.996826,0.846965,3,7,0,7.83688,0.340632,0.516604
-6.75032,1,0.846965,2,3,0,6.96317,0.258545,0.3487
-6.77277,0.993024,0.846965,1,3,0,6.80537,0.222903,0.28684
-7.11279,0.947009,0.846965,1,3,0,7.22701,0.154539,0.182786
-7.13068,0.997791,0.846965,1,1,0,7.17622,0.15253,0.179982
-7.22037,0.996428,0.846965,2,3,0,7.24691,0.143308,0.167281
-7.06123,1,0.846965,2,3,0,7.20793,0.160713,0.191487
-8.26712,0.90649,0.846965,3,7,0,8.36396,0.0822248,0.0895915
-8.60618,0.97729,0.846965,1,1,0,8.65624,0.0707509,0.0761377
-7.16514,0.982807,0.846965,3,7,0,8.55258,0.14883,0.174853
-6.77678,0.958556,0.846965,1,3,0,7.6514,0.280744,0.390326
-6.7772,0.999918,0.846965,1,1,0,6.78247,0.280977,0.390776
-7.40193,0.919928,0.846965,2,3,0,7.57408,0.407263,0.687088
-7.04941,0.989027,0.846965,3,7,0,7.56822,0.162219,0.193629
-6.91889,1,0.846965,1,1,0,7.03271,0.182072,0.222601
-7.0471,0.982576,0.846965,1,1,0,7.04844,0.162518,0.194055
-7.40749,0.977079,0.846965,3,7,0,7.4249,0.127421,0.146028
-7.60088,0.99109,0.846965,2,7,0,7.60308,0.43112,0.75784
-7.56155,1,0.846965,1,1,0,7.75948,0.426632,0.744081
-7.38592,1,0.846965,1,1,0,7.61777,0.405203,0.681246
-7.01204,0.856856,0.846965,1,3,0,8.79838,0.167243,0.200831
-6.80973,0.998581,0.846965,2,3,0,7.03708,0.207892,0.262454
-6.97188,0.98491,0.846965,2,7,0,6.99073,0.339127,0.513149
-6.86817,1,0.846965,1,1,0,6.95536,0.314331,0.458431
-7.24162,0.805952,0.846965,1,3,0,8.29695,0.141301,0.164552
-7.021,1,0.846965,1,1,0,7.21428,0.166,0.19904
-6.95381,1,0.846965,1,1,0,7.02438,0.176044,0.213657
-6.74804,0.991295,0.846965,1,3,0,7.05604,0.249148,0.331821
-6.87277,0.974535,0.846965,2,3,0,6.95398,0.191282,0.236525
-6.76301,0.985294,0.846965,1,3,0,7.03541,0.272049,0.373719
-6.77682,0.98841,0.846965,1,3,0,6.85396,0.220828,0.283414
-6.83343,0.978684,0.846965,1,3,0,7.00468,0.303869,0.436512
-6.92644,0.981158,0.846965,1,1,0,6.92823,0.32911,0.490557
-6.97894,0.966698,0.846965,2,3,0,7.27791,0.340596,0.51652
-6.74897,0.994962,0.846965,1,3,0,7.02645,0.255478,0.343143
-7.17532,0.8927,0.846965,1,3,0,7.55125,0.147777,0.173402
-7.66771,0.955772,0.846965,2,3,0,7.90091,0.11017,0.123811
-7.36377,1,0.846965,1,1,0,7.6445,0.13081,0.150496
-7.48969,0.995617,0.846965,2,3,0,7.52993,0.121479,0.138276
-7.76197,0.974081,0.846965,1,1,0,7.78117,0.104881,0.11717
-6.89563,0.985416,0.846965,3,7,0,7.7265,0.321632,0.474126
-7.03269,0.879779,0.846965,2,7,0,7.84306,0.164416,0.196768
-7.05959,0.996521,0.846965,1,1,0,7.09218,0.16092,0.191781
-7.00556,0.927516,0.846965,1,3,0,8.09781,0.345957,0.528951
-7.34719,0.927473,0.846965,1,1,0,7.35172,0.400118,0.666995
-6.96883,0.954153,0.846965,2,3,0,7.78675,0.338485,0.511682
-6.94169,0.999418,0.846965,3,7,0,6.99481,0.332589,0.498328
-7.34681,0.908313,0.846965,2,3,0,7.81879,0.400068,0.666855
-7.13439,0.769108,0.846965,1,3,0,9.13729,0.152122,0.179415
-6.74809,0.985622,0.846965,1,3,0,7.36339,0.251481,0.335971
-6.75228,0.998924,0.846965,1,3,0,6.75591,0.23859,0.313352
-6.74803,0.999088,0.846965,2,3,0,6.76085,0.249625,0.332667
-7.67163,0.817094,0.846965,2,7,0,8.49949,0.109941,0.123522
-6.75624,0.975052,0.846965,1,3,0,8.1404,0.234211,0.305842
-7.05158,0.945874,0.846965,1,3,0,7.18584,0.16194,0.193231
-6.74963,0.988142,0.846965,1,3,0,7.17737,0.24295,0.320917
-7.49006,0.83705,0.846965,1,3,0,8.05371,0.121453,0.138243
-6.81154,0.977339,0.846965,1,3,0,7.6264,0.207306,0.261521
-6.8512,0.99392,0.846965,1,1,0,6.85299,0.196275,0.244207
-6.91623,0.957855,0.846965,1,3,0,7.37755,0.326704,0.48523
-7.37187,0.750046,0.846965,1,3,0,8.79109,0.130169,0.149649
-7.2176,1,0.846965,1,1,0,7.37506,0.143574,0.167643
-7.14394,1,0.846965,1,1,0,7.24087,0.151081,0.177968
-7.21743,0.993521,0.846965,3,7,0,7.23105,0.381855,0.617744
-8.11115,0.813861,0.846965,1,1,0,8.11268,0.482152,0.931068
-9.00917,0.808154,0.846965,1,1,0,9.14564,0.551992,1.2321
-9.76582,0.838786,0.846965,1,1,0,10.1151,0.59924,1.49526
-9.18907,1,0.846965,1,1,0,10.0576,0.563997,1.29356
-6.74915,1,0.846965,2,3,0,8.9955,0.244084,0.322898
-7.77348,0.88707,0.846965,3,7,0,7.85723,0.104264,0.1164
-7.85864,0.9926,0.846965,1,1,0,7.94765,0.099868,0.110948
-6.78642,0.974543,0.846965,2,7,0,8.28956,0.216473,0.276281
-6.86352,0.972633,0.846965,1,3,0,7.09189,0.313022,0.45565
-6.7503,1,0.846965,2,3,0,6.84364,0.241623,0.318605
-6.77798,0.996825,0.846965,2,3,0,6.78211,0.220264,0.282486
-7.45959,0.884897,0.846965,1,3,0,7.78523,0.123594,0.141024
-7.28919,1,0.846965,1,1,0,7.46454,0.137017,0.158771
-7.4232,0.985487,0.846965,1,1,0,7.45458,0.126244,0.144484
-7.21865,1,0.846965,2,3,0,7.41237,0.143473,0.167506
-7.31148,0.995112,0.846965,2,7,0,7.31893,0.395292,0.65369
-7.18682,1,0.846965,1,1,0,7.34652,0.377217,0.605694
-6.96323,1,0.846965,1,1,0,7.14559,0.337298,0.508974
-7.0775,0.950277,0.846965,2,3,0,7.47072,0.359293,0.560776
-7.55342,0.898674,0.846965,1,1,0,7.55821,0.425692,0.741225
-8.46033,0.935866,0.846965,2,3,0,8.49658,0.511609,1.04754
-6.75694,1,0.846965,2,3,0,8.25787,0.233562,0.304736
-6.75991,0.995626,0.846965,1,3,0,6.79751,0.269597,0.369106
-6.77764,0.988811,0.846965,1,3,0,6.84738,0.220431,0.28276
-6.80989,0.983046,0.846965,1,3,0,6.95962,0.295587,0.419622
-7.32246,0.804431,0.846965,1,3,0,8.27216,0.134177,0.15497
-8.27313,0.86304,0.846965,3,7,0,9.84368,0.496252,0.985119
-8.13844,1,0.846965,1,1,0,8.52152,0.484585,0.940185
-8.28738,0.966132,0.846965,3,7,0,8.72854,0.0814704,0.0886965
-7.73497,1,0.846965,2,3,0,8.24242,0.106353,0.11901
-8.25898,0.95715,0.846965,1,1,0,8.26133,0.0825307,0.0899547
-7.62909,0.991,0.846965,2,7,0,8.17091,0.434279,0.767655
-7.19968,1,0.846965,1,1,0,7.55452,0.379184,0.610783
-6.75791,0.971043,0.846965,1,3,0,7.46025,0.232698,0.303268
-6.79656,0.987906,0.846965,1,3,0,6.87456,0.290224,0.408895
-6.8444,0.990554,0.846965,1,1,0,6.84557,0.307356,0.443744
-6.96238,0.975964,0.846965,1,1,0,6.96373,0.337115,0.508557
-6.84507,1,0.846965,1,1,0,6.93963,0.307564,0.444176
-7.18561,0.831419,0.846965,1,3,0,8.07915,0.146728,0.17196
-7.263,0.991006,0.846965,1,1,0,7.29857,0.139341,0.161901
-6.91199,0.922193,0.846965,1,3,0,8.33305,0.325684,0.482984
-7.13492,0.969171,0.846965,2,7,0,7.22971,0.152063,0.179333
-6.78139,0.989781,0.846965,1,3,0,7.18319,0.218673,0.279874
-6.78716,0.977623,0.846965,2,3,0,6.99566,0.216163,0.275776
-6.74955,0.997295,0.846965,1,3,0,6.82118,0.256954,0.345811
-6.78219,0.991168,0.846965,1,3,0,6.81932,0.218311,0.27928
-6.77403,0.988782,0.846965,1,3,0,6.89039,0.279201,0.38735
-7.02869,0.969648,0.846965,2,7,0,7.03945,0.164953,0.197537
-6.75053,0.989395,0.846965,1,3,0,7.13324,0.241224,0.317912
-6.79584,0.992477,0.846965,1,3,0,6.8091,0.212735,0.27022
-6.81154,0.997523,0.846965,1,1,0,6.81525,0.207305,0.26152
-7.31325,0.880833,0.846965,2,3,0,7.90414,0.134952,0.156005
-6.80951,1,0.846965,2,3,0,7.28132,0.207963,0.262567
-6.83345,0.996298,0.846965,1,1,0,6.83735,0.200849,0.251328
